SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,CNT_FAM_MEMBERS,DAYS_BIRTH,NAME_INCOME_TYPE,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,NAME_TYPE_SUITE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,TARGET
3222,M,N,Y,2,3,-20133,Commercial associate,-5247,34253175,130112433,28403666,128817160,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,School,-4750,-7304,,1,1,0,1,0,0,0.005475534036753427,2,TUESDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,0
3223,M,N,Y,0,2,-18247,Working,-278,54904970,434392899,37264787,454605611,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Industry: type 9,-6719,-1411,,1,1,0,1,0,1,0.013537362363535544,3,THURSDAY,Unaccompanied,nan,nan,Panel,No,0
3224,M,N,Y,0,2,-16001,Commercial associate,-2146,276467272,141892686,16837417,154127279,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Trade: type 7,-8493,-2117,,1,0,1,1,0,0,0.028816071353937357,2,FRIDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
3225,M,N,Y,1,2,-19659,Working,-126,39010527,144634776,10065881,137530014,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,School,-9083,-2162,,1,0,1,1,0,1,0.04373720949886171,1,FRIDAY,Unaccompanied,nan,nan,Panel,No,0
3226,F,Y,N,2,4,-7670,Commercial associate,-943,70605948,120136985,10306059,118301918,Incomplete higher,Married,House / apartment,Cash loans,Core staff,XNA,-3689,-5194,13.811705071846019,1,1,0,1,0,0,0.002213498966814487,2,SATURDAY,Family,org spec account,nan,Panel,No,1
3227,M,N,Y,0,1,-18948,Working,-3366,48657005,445311391,156582598,458733123,Higher education,Married,House / apartment,Revolving loans,Private service staff,Medicine,-1317,-3723,,1,1,0,1,0,0,0.09902091423378566,1,THURSDAY,Family,nan,nan,Block,No,1
3228,M,N,Y,2,4,-9696,Commercial associate,-1128,56299418,130104368,11161120,132874747,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Drivers,Industry: type 9,-7943,-2890,,1,1,1,1,0,0,0.02961944481947857,2,SATURDAY,Unaccompanied,org spec account,nan,Panel,nan,0
3229,M,Y,Y,1,3,-10609,Commercial associate,-62,71081433,151305331,24402252,143279865,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Business Entity Type 3,-4017,-6914,1.8343983491586657,1,1,1,1,0,0,0.011642253353734712,2,MONDAY,Other_B,reg oper account,block of flats,Block,No,0
3230,M,Y,Y,0,1,-17659,Pensioner,365243,12257102,78907678,5491592,71299301,Higher education,Separated,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-1205,-4199,3.37688782408303,1,0,0,1,0,1,0.014760199194382685,2,THURSDAY,Children,reg oper account,block of flats,"Stone, brick",No,0
3231,F,Y,Y,0,2,-18680,Commercial associate,-164,38103620,61700310,21695368,57541672,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Core staff,Medicine,-5993,-6104,2.380182297009245,1,1,1,1,1,0,0.09047263486988012,3,MONDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",Yes,1
3232,F,N,Y,2,4,-11937,Commercial associate,-958,54846970,194733565,42510520,176803615,Secondary / secondary special,Married,House / apartment,Cash loans,nan,XNA,-5447,-7050,,1,1,1,1,0,0,0.07538384254085252,2,SUNDAY,Family,reg oper account,block of flats,Panel,No,0
3233,M,N,Y,0,1,-17442,Pensioner,365243,12201947,50728827,11074150,46269216,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Laborers,Business Entity Type 3,-1257,-3685,,1,1,1,1,0,1,0.07077716695052387,2,FRIDAY,Unaccompanied,reg oper account,block of flats,Block,nan,1
3234,M,Y,Y,3,5,-17077,Working,-1972,47098520,133895041,136447021,127085459,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Managers,Trade: type 7,-1058,-6592,5.323973013210908,1,0,0,1,1,0,0.05640653708741916,2,WEDNESDAY,Unaccompanied,reg oper account,terraced house,Block,No,0
3235,M,N,N,1,3,-13248,Commercial associate,-2317,14950509,17491125,3818329,18274437,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Sales staff,Government,-8616,-5835,,1,0,0,1,1,0,0.0027932772001384113,2,MONDAY,Unaccompanied,nan,block of flats,"Stone, brick",nan,0
3236,M,N,Y,0,2,-15284,Commercial associate,-884,76854564,127055095,8842420,120874649,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,Medicine,-6106,-7285,,1,1,1,1,0,1,0.030903075981452945,1,TUESDAY,Unaccompanied,reg oper account,nan,Panel,No,1
3237,M,Y,Y,0,2,-23730,Working,-562,33181706,99234681,8512936,93779998,Secondary / secondary special,Civil marriage,With parents,Cash loans,Cooking staff,Industry: type 9,-8411,-3289,2.7793095840921502,1,0,0,1,0,1,0.09967976027313635,3,SUNDAY,Unaccompanied,nan,nan,Block,No,1
3238,F,N,N,0,2,-13375,Unemployed,365243,22030337,16073057,5651687,16512428,Higher education,Single / not married,House / apartment,Cash loans,Medicine staff,Self-employed,-2804,-157,,1,0,1,1,1,1,0.01962273653008242,2,SUNDAY,Unaccompanied,nan,block of flats,Wooden,nan,1
3239,F,N,Y,1,3,-13526,Working,-5186,66048690,234807777,82564274,237775639,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Government,-5538,-797,,1,1,0,1,1,0,0.08458190195056094,1,THURSDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",nan,1
3240,F,N,N,1,2,-15267,Working,-229,84611392,227566068,13670992,227943126,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,School,-2797,-5483,,1,1,0,1,1,1,0.06951503791624984,2,THURSDAY,Unaccompanied,org spec account,nan,"Stone, brick",nan,0
3241,M,Y,Y,2,3,-13808,Working,-358,42668260,223913658,116084154,230449488,Secondary / secondary special,Married,With parents,Cash loans,Sales staff,Other,-8683,-5941,1.4227923989677078,1,0,0,1,1,1,0.004160169672590086,3,SATURDAY,Unaccompanied,reg oper account,terraced house,"Stone, brick",No,1
3242,M,Y,Y,0,2,-18074,Working,-46,12836589,71660379,15643528,69611554,Higher education,Single / not married,House / apartment,Cash loans,Accountants,Medicine,-2479,-2631,19.228431236437643,1,1,0,1,1,1,0.09083333830562007,2,WEDNESDAY,Unaccompanied,reg oper account,terraced house,Block,No,0
3243,F,Y,Y,0,2,-21049,Working,-696,12622003,17072299,1464562,15415771,Lower secondary,Married,House / apartment,Cash loans,nan,Trade: type 7,-4420,-843,6.366742080188459,1,1,0,1,0,1,0.014734257886980096,2,THURSDAY,Other_B,nan,block of flats,nan,No,0
3244,F,N,N,0,1,-13528,Working,-3119,17003824,37260587,4421454,36739118,Secondary / secondary special,Married,With parents,Cash loans,Laborers,Business Entity Type 3,-6468,-5179,,1,1,0,1,0,1,0.02967981658476393,2,SUNDAY,Children,reg oper account,block of flats,"Stone, brick",No,0
3245,F,N,Y,0,1,-10854,Working,-737,55946229,88424941,5312113,86069094,Secondary / secondary special,Married,Office apartment,Cash loans,Core staff,Government,-1419,-4637,,1,1,1,1,0,1,0.017205668822457144,2,FRIDAY,Unaccompanied,nan,nan,Panel,nan,0
3246,M,N,N,1,3,-23266,Pensioner,365243,9358049,20391277,1225002,21499968,Lower secondary,Single / not married,House / apartment,Cash loans,Sales staff,Trade: type 7,-5640,-402,,1,1,1,1,0,1,0.020390793549849264,2,SUNDAY,Unaccompanied,nan,nan,Panel,nan,1
3247,F,Y,Y,4,6,-15135,Working,-6150,31554575,85639549,10162249,78622071,Secondary / secondary special,Single / not married,With parents,Cash loans,Sales staff,Business Entity Type 3,-3850,-3998,8.878337878015426,1,0,0,1,0,0,0.07932775606832605,2,TUESDAY,Unaccompanied,nan,terraced house,Mixed,nan,0
3248,M,Y,Y,2,3,-7670,Commercial associate,-4073,36645516,297989960,65051488,314743644,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Business Entity Type 3,-7329,-1808,5.822283803126291,1,1,0,1,1,1,0.02877563346889449,1,FRIDAY,Unaccompanied,org spec account,nan,Panel,nan,1
3249,F,N,N,2,3,-22772,Working,-362,45094481,92945207,14990036,96867583,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Trade: type 7,-5494,-846,,1,1,0,1,1,1,0.05900285441362471,2,WEDNESDAY,Unaccompanied,reg oper account,nan,Block,No,0
3250,F,N,Y,0,2,-19546,Pensioner,365243,33467162,225844702,26799419,218355211,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Security staff,Government,-910,-1325,,1,0,0,1,1,1,0.0662184557844325,2,SUNDAY,Other_B,nan,nan,Panel,No,1
3251,F,N,N,0,2,-21628,State servant,-2540,46132458,188619728,66323403,193429054,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Business Entity Type 3,-1486,-1532,,1,0,1,1,0,1,0.08059355961560727,2,FRIDAY,Unaccompanied,org spec account,block of flats,Block,No,0
3252,M,N,Y,0,2,-20896,Working,-6942,58750420,587504200,128252718,590633636,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Other,-2358,-1169,,1,1,1,1,1,0,0.048575860199578914,2,MONDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
3253,F,Y,N,0,2,-24837,Pensioner,365243,11257510,28171802,3342951,26553846,Secondary / secondary special,Separated,House / apartment,Cash loans,nan,Trade: type 7,-3152,-1330,10.663864717155674,1,1,0,1,0,0,0.04389678237239036,2,SATURDAY,Children,reg oper account,nan,Panel,No,1
3254,M,Y,Y,1,3,-10065,Commercial associate,-530,87102898,150856349,53044857,163045385,Secondary / secondary special,Widow,House / apartment,Cash loans,Core staff,School,-3927,-3932,7.415113799206833,1,1,0,1,1,1,0.021488228077645655,1,SUNDAY,Unaccompanied,reg oper account,terraced house,"Stone, brick",No,1
3255,M,Y,Y,0,1,-11122,Working,-260,39295385,146396810,17371890,137312024,Secondary / secondary special,Married,House / apartment,Cash loans,Medicine staff,Industry: type 9,-6116,-328,2.802978064565244,1,1,0,1,0,0,0.0058646009950150905,2,SATURDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
3256,M,Y,N,3,5,-12452,Working,-1248,57283794,52577539,27257913,48771518,Secondary / secondary special,Married,Office apartment,Cash loans,Medicine staff,School,-3279,-2177,6.773162201297288,1,1,1,1,1,1,0.03629206606927001,2,WEDNESDAY,Unaccompanied,reg oper account,nan,nan,No,0
3257,F,Y,Y,4,5,-12327,Pensioner,365243,15976291,60172897,13135799,59088282,Secondary / secondary special,Married,Municipal apartment,Cash loans,Accountants,Medicine,-4193,-794,0.22208609330725995,1,1,0,1,0,0,0.010520984193439376,2,TUESDAY,Unaccompanied,nan,block of flats,Panel,nan,1
3258,M,Y,Y,0,2,-15148,Working,-471,10609851,55389185,28715562,58081052,Lower secondary,Single / not married,House / apartment,Cash loans,Accountants,Medicine,-8220,-4541,5.4907695697182515,1,1,0,1,0,1,0.03445932908850378,2,THURSDAY,Unaccompanied,reg oper spec account,block of flats,Block,No,0
3259,M,Y,Y,2,4,-12462,State servant,-1837,64970404,519408324,44557913,490463093,Lower secondary,Married,House / apartment,Cash loans,Laborers,XNA,-1753,-6924,5.1576346870546885,1,1,1,1,1,1,0.010320176973501483,2,WEDNESDAY,Unaccompanied,org spec account,block of flats,nan,Yes,0
3260,F,Y,Y,2,3,-9396,State servant,-1320,39985202,183713519,40104833,197185797,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Government,-4426,-324,1.3860836170122193,1,1,0,1,1,1,0.06181220540667413,2,FRIDAY,Unaccompanied,nan,terraced house,Block,nan,0
3261,M,N,N,0,2,-10777,Working,-234,74689898,221193034,15393965,224630196,Higher education,Separated,House / apartment,Cash loans,High skill tech staff,Self-employed,-2988,-6542,,1,1,1,1,1,0,0.07159383334638983,2,TUESDAY,Unaccompanied,org spec account,block of flats,Panel,nan,0
3262,F,Y,Y,3,4,-13322,Commercial associate,-304,60808246,608082460,72156913,570398300,Higher education,Separated,House / apartment,Cash loans,Managers,School,-7367,-5589,15.83571648991945,1,1,0,1,0,1,0.03780974569649938,2,TUESDAY,Unaccompanied,reg oper account,nan,Panel,nan,1
3263,M,N,Y,0,2,-19625,Commercial associate,-35,277482333,914413427,199617310,922227688,Secondary / secondary special,Separated,House / apartment,Cash loans,nan,Business Entity Type 3,-257,-3977,,1,0,0,1,0,1,0.09640345372637937,2,TUESDAY,Unaccompanied,reg oper spec account,specific housing,Panel,No,1
3264,M,N,Y,2,3,-12088,Pensioner,365243,46709616,66491656,10723655,62935571,Higher education,Married,House / apartment,Cash loans,Sales staff,School,-1483,-6934,,1,1,1,1,0,0,0.07403146755894105,2,SATURDAY,Unaccompanied,reg oper account,nan,Panel,No,0
3265,F,N,N,0,1,-18160,Commercial associate,-3986,40669631,131359137,28675823,123538411,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,School,-2677,-1612,,1,1,1,1,1,1,0.09996315199737084,1,THURSDAY,Family,org spec account,nan,nan,No,0
3266,M,N,Y,0,2,-8818,Commercial associate,-2876,18241168,20661546,1772469,19229228,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Core staff,Other,-7950,-322,,1,1,0,1,0,0,0.02194535922805333,1,SUNDAY,Unaccompanied,reg oper account,block of flats,Block,nan,0
3267,M,Y,Y,1,3,-7670,Commercial associate,-978,27987742,34629563,4109249,35241465,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Medicine,-6362,-5725,13.134335142938552,1,0,1,1,0,0,0.03915337060362918,3,SATURDAY,"Spouse, partner",reg oper account,block of flats,"Stone, brick",Yes,0
3268,F,N,Y,3,5,-14026,Working,-2473,20690721,83346226,9890116,75177391,Secondary / secondary special,Separated,House / apartment,Revolving loans,nan,Medicine,-3775,-899,,1,0,1,1,1,1,0.020903573061269155,2,FRIDAY,Unaccompanied,org spec account,nan,"Stone, brick",Yes,1
3269,F,N,Y,0,1,-11936,State servant,-954,31879204,36644143,4348305,39963559,Secondary / secondary special,Married,With parents,Cash loans,Cleaning staff,Other,-8363,-6083,,1,1,1,1,0,0,0.0067867368955372934,1,TUESDAY,Unaccompanied,reg oper account,nan,Panel,No,0
3270,F,N,N,0,2,-10745,Working,-2868,33684722,68288035,14907342,61826308,Secondary / secondary special,Married,Municipal apartment,Cash loans,Core staff,Industry: type 9,-4236,-6705,,1,1,0,1,0,1,0.005763857611390755,2,THURSDAY,Family,org spec account,block of flats,Panel,No,1
3271,M,Y,Y,1,3,-10232,Working,-366,43943520,57284651,12505293,62213324,Higher education,Married,House / apartment,Cash loans,Low-skill Laborers,Other,-1260,-1815,5.26584768189406,1,0,0,1,0,1,0.03804600224366642,1,MONDAY,Unaccompanied,org spec account,nan,Panel,No,0
3272,M,Y,Y,0,2,-11508,Working,-302,82824613,307648317,67159916,297303893,Incomplete higher,Married,House / apartment,Cash loans,nan,XNA,-6412,-6305,2.005964094805444,1,1,0,1,0,1,0.0769388983239807,2,MONDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
3273,F,Y,Y,2,4,-10282,Working,-148,21536831,40459406,14226536,41026180,Higher education,Single / not married,House / apartment,Cash loans,Managers,Self-employed,-8383,-3897,5.199305346276096,1,1,1,1,0,1,0.08798389294088174,2,MONDAY,Unaccompanied,org spec account,terraced house,Panel,nan,1
3274,F,N,N,2,4,-10679,Commercial associate,-505,20522125,104291866,22767012,104295554,Secondary / secondary special,Married,Office apartment,Cash loans,nan,Business Entity Type 3,-852,-2538,,1,1,0,1,0,1,0.036745028596677554,2,THURSDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
3275,F,N,Y,3,5,-8654,Working,-288,59790136,284835172,45937705,273880584,Higher education,Civil marriage,House / apartment,Cash loans,Managers,Business Entity Type 3,-2858,-2043,,1,1,1,1,0,0,0.044394094852150616,2,FRIDAY,Unaccompanied,nan,terraced house,Panel,No,1
3276,F,Y,Y,2,4,-7670,Working,-2926,80770179,94455006,20619616,90900160,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Other,-6431,-5735,5.242021743410855,1,0,0,1,1,1,0.07769792262121394,1,MONDAY,Unaccompanied,nan,nan,nan,No,0
3277,F,N,Y,3,5,-7670,Working,-501,27057517,187663416,65987140,173962926,Higher education,Married,House / apartment,Cash loans,Sales staff,Other,-1812,-4840,,1,0,0,1,0,0,0.08319272824255936,2,TUESDAY,Family,reg oper account,block of flats,Panel,No,0
3278,F,N,N,2,4,-24837,Working,-1326,67824328,196304955,13661875,189915079,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Core staff,Industry: type 9,-3030,-6161,,1,1,0,1,0,0,0.053963256890545735,1,TUESDAY,Unaccompanied,reg oper account,nan,Panel,nan,0
3279,M,N,Y,3,5,-14332,Working,-2577,57650806,71866209,11590453,73791280,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Government,-6061,-4481,,1,1,0,1,0,0,0.031822962175790136,2,THURSDAY,Unaccompanied,reg oper account,block of flats,Wooden,nan,0
3280,F,N,Y,0,1,-21292,Pensioner,365243,7817707,34978124,35644791,35620613,Higher education,Married,With parents,Cash loans,Laborers,Other,-287,-2607,,1,1,0,1,0,1,0.09723525238161633,2,SATURDAY,Unaccompanied,reg oper account,nan,"Stone, brick",nan,1
3281,M,N,Y,1,3,-13831,Commercial associate,-418,32221050,322210500,38234477,345058609,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,Core staff,Other,-7675,-2636,,1,0,1,1,0,0,0.006029248809974109,2,THURSDAY,Unaccompanied,nan,nan,nan,No,1
3282,M,Y,Y,5,7,-13977,Working,-146,27281031,77405375,9185157,73128397,Secondary / secondary special,Single / not married,Office apartment,Cash loans,Cleaning staff,Trade: type 7,-17,-6663,4.123894724113133,1,0,1,1,0,1,0.07670104068716284,1,FRIDAY,Unaccompanied,reg oper account,block of flats,Wooden,No,1
3283,F,N,N,2,4,-15954,Working,-4433,119750047,106365477,23219683,99166313,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,XNA,-3007,-4875,,1,1,1,1,0,1,0.04399268749802076,2,THURSDAY,Unaccompanied,reg oper account,terraced house,Block,No,0
3284,F,Y,Y,3,5,-17415,State servant,-1776,59129499,410752978,48741197,435763658,Secondary / secondary special,Single / not married,House / apartment,Cash loans,High skill tech staff,XNA,-2283,-6154,3.9187397174109737,1,1,0,1,1,0,0.07873398088745798,1,TUESDAY,Unaccompanied,org spec account,block of flats,Block,nan,0
3285,M,N,N,0,2,-9145,Working,-2239,26848357,268483570,18685158,284964586,Higher education,Married,House / apartment,Cash loans,Core staff,Other,-7144,-5564,,1,0,0,1,0,1,0.00184126241861744,2,SUNDAY,Unaccompanied,nan,terraced house,Panel,No,0
3286,M,N,Y,3,5,-12945,Working,-890,23901929,33440709,11758587,34969123,Secondary / secondary special,Single / not married,House / apartment,Cash loans,High skill tech staff,Medicine,-270,-1486,,1,1,0,1,1,1,0.06292353332759008,2,MONDAY,Unaccompanied,reg oper spec account,block of flats,Block,nan,0
3287,M,N,Y,2,4,-15945,State servant,-505,16989790,29845806,4813478,27698241,Secondary / secondary special,Married,Municipal apartment,Cash loans,Core staff,Self-employed,-7930,-3319,,1,1,0,1,1,0,0.07795020969255276,3,SUNDAY,Unaccompanied,org spec account,block of flats,Block,No,0
3288,F,N,Y,0,2,-7670,Working,-1381,68849702,235166220,27905538,253902808,Higher education,Married,House / apartment,Cash loans,Laborers,Other,-4069,-612,,1,1,0,1,1,1,0.044666635033681706,2,SUNDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",nan,1
3289,F,Y,N,0,2,-20296,Commercial associate,-148,59858551,42300257,21929834,41440422,Incomplete higher,Married,House / apartment,Cash loans,Laborers,Trade: type 7,-6584,-6110,2.6142137797628715,1,0,0,1,0,1,0.06769568473558622,2,MONDAY,Unaccompanied,org spec account,block of flats,nan,No,1
3290,M,Y,Y,0,1,-19268,Working,-2939,52662965,526629650,62491475,511496689,Secondary / secondary special,Widow,House / apartment,Cash loans,Core staff,Trade: type 7,-2187,-4086,0.1820565323846977,1,0,1,1,0,1,0.09019274026773554,2,SATURDAY,Family,nan,block of flats,Wooden,No,1
3291,M,N,N,3,5,-7670,Pensioner,365243,10075158,32118616,3811292,29852856,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Medicine,-6493,-6669,,1,0,0,1,0,0,0.08103739781427903,2,SATURDAY,Unaccompanied,nan,specific housing,"Stone, brick",nan,1
3292,F,Y,Y,2,4,-10757,Working,-2618,56470718,193782213,31252847,181335658,Higher education,Civil marriage,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-1401,-1229,4.1811669398316305,1,1,0,1,0,0,0.06781908525937483,2,TUESDAY,Unaccompanied,nan,block of flats,nan,nan,1
3293,M,N,Y,3,4,-15069,Unemployed,365243,12592597,55646385,6603169,51163704,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,XNA,-6127,-6745,,1,1,0,1,0,0,0.056625916886470035,2,TUESDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
3294,F,Y,N,1,2,-18299,Pensioner,365243,14085449,38034901,4513337,38294987,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Business Entity Type 3,-6222,-6481,2.228821426183445,1,1,1,1,1,0,0.02726317404211618,1,SUNDAY,Unaccompanied,nan,terraced house,Panel,No,0
3295,F,Y,N,3,5,-21299,Working,-1675,49407625,108615526,23710871,105982753,Secondary / secondary special,Widow,House / apartment,Cash loans,Medicine staff,Other,-8718,-1176,1.6531337698813378,1,1,0,1,0,1,0.05300959531053128,2,MONDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",nan,0
3296,M,Y,Y,1,3,-11816,Pensioner,365243,10605425,16580192,8595713,15423416,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,School,-6456,-5571,11.881768369394806,1,1,0,1,0,1,0.05698836188058448,2,MONDAY,Unaccompanied,reg oper account,nan,"Stone, brick",No,1
3297,F,N,Y,0,2,-24837,State servant,-466,48520637,62765874,4368201,65000367,Higher education,Married,House / apartment,Revolving loans,Low-skill Laborers,Other,-7692,-3437,,1,1,0,1,0,1,0.07132477175358011,2,MONDAY,Other_B,nan,block of flats,Block,nan,0
3298,M,N,Y,0,1,-14396,Working,-2089,30968616,142333061,22955220,137385525,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Medicine,-607,-1928,,1,1,0,1,0,1,0.024775955785722094,2,MONDAY,Other_B,reg oper account,block of flats,nan,nan,0
3299,M,Y,Y,5,6,-13627,State servant,-1469,82937016,812551024,96419775,841129050,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Self-employed,-5461,-6730,11.48139969981705,1,1,0,1,0,0,0.08854283492686976,2,WEDNESDAY,Unaccompanied,org spec account,block of flats,Block,nan,0
3300,F,Y,Y,0,1,-17072,Working,-1248,62015204,440250531,71002816,466644316,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Business Entity Type 3,-3297,-5812,0.43958146103750884,1,0,0,1,0,0,0.008608572716866214,2,THURSDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
3301,M,N,Y,0,2,-15972,Working,-1421,38350378,101035615,11989193,103606867,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Business Entity Type 3,-2695,-1197,,1,1,0,1,0,1,0.06900030997928874,2,WEDNESDAY,Unaccompanied,reg oper account,terraced house,Panel,nan,0
3302,F,Y,Y,0,2,-15727,Working,-580,42982786,122331441,43014787,110329735,Incomplete higher,Married,House / apartment,Cash loans,Sales staff,Industry: type 9,-1476,-6947,4.169117651659642,1,1,1,1,0,0,0.03895729230036299,2,SATURDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
3303,F,N,Y,0,2,-23359,Pensioner,365243,31205115,312051150,109724972,298539162,Secondary / secondary special,Married,House / apartment,Cash loans,Cooking staff,Government,-2131,-3857,,1,0,1,1,0,1,0.0803652155768355,2,MONDAY,Unaccompanied,reg oper account,block of flats,nan,nan,1
3304,M,N,N,3,5,-15694,Unemployed,365243,14447099,25318324,2171955,22915938,Secondary / secondary special,Married,House / apartment,Revolving loans,Cooking staff,Medicine,-5511,-4003,,1,1,0,1,1,0,0.07420093787066692,1,TUESDAY,Unaccompanied,nan,nan,Block,nan,0
3305,M,N,Y,1,3,-10295,Pensioner,365243,13340431,11658089,6043934,11325290,Higher education,Married,With parents,Cash loans,Sales staff,Government,-6743,-4891,,1,1,0,1,0,0,0.08515889699149615,2,TUESDAY,Family,nan,terraced house,"Stone, brick",nan,0
3306,M,N,Y,1,2,-10929,Working,-1196,27180431,110352722,24090102,117844618,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Laborers,Government,-4699,-3071,,1,0,1,1,0,1,0.03621314889317071,2,WEDNESDAY,Family,nan,terraced house,Panel,No,1
3307,M,N,N,3,4,-21064,State servant,-3322,20951709,137583033,48377628,146089391,Secondary / secondary special,Single / not married,House / apartment,Cash loans,nan,Industry: type 9,-3489,-2699,,1,1,0,1,0,1,0.06877395615682208,2,SATURDAY,Unaccompanied,reg oper account,nan,nan,nan,0
3308,M,N,Y,1,2,-17607,Working,-1479,63274966,31637483,5102436,29502107,Higher education,Civil marriage,House / apartment,Cash loans,nan,Trade: type 7,-7555,-5548,,1,0,1,1,1,0,0.08842717003800686,2,TUESDAY,Unaccompanied,nan,specific housing,Panel,nan,1
3309,M,N,Y,2,4,-7788,Working,-4864,46108009,210524915,45957786,217929635,Incomplete higher,Civil marriage,House / apartment,Cash loans,Sales staff,School,-5273,-3584,,1,1,0,1,0,1,0.09853638079296426,2,SATURDAY,Unaccompanied,nan,terraced house,Panel,No,0
3310,M,N,Y,0,1,-7670,Working,-1296,28173988,37929449,4500823,40792340,Secondary / secondary special,Widow,House / apartment,Cash loans,Sales staff,Trade: type 7,-7379,-4223,,1,1,1,1,0,1,0.08166890545750605,2,THURSDAY,Unaccompanied,reg oper spec account,nan,Panel,No,0
3311,F,Y,Y,4,6,-14719,Unemployed,365243,9403080,10036306,2190935,10767779,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,Government,-3450,-2606,8.442516071384302,1,1,1,1,0,0,0.02935273962265207,2,SUNDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
3312,F,N,N,0,1,-17312,Commercial associate,-3727,54402064,143317294,31286299,152030878,Secondary / secondary special,Married,Rented apartment,Revolving loans,Security staff,Medicine,-5801,-4327,,1,1,0,1,0,1,0.021461852776250012,2,SATURDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
3313,F,Y,Y,2,3,-11638,Working,-2941,15556152,20503434,7209519,19444332,Higher education,Married,House / apartment,Cash loans,Security staff,Medicine,-8771,-4821,2.6312051372865404,1,1,0,1,0,1,0.049797253589163704,2,WEDNESDAY,Family,org spec account,block of flats,Mixed,No,0
3314,M,N,Y,2,4,-7670,Commercial associate,-926,24863545,20033301,10385917,21934731,Incomplete higher,Married,House / apartment,Cash loans,Cooking staff,XNA,-589,-1821,,1,1,1,1,0,0,0.0897472053435196,2,FRIDAY,Unaccompanied,reg oper account,block of flats,Block,No,0
